,Occupation text,Area text,Job characteristic code
7589,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",DE,5
7590,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",FL,88
7591,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",GA,23
7592,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",HI,8
7593,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",IA,17
7594,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",ID,8
7595,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",IL,6
7596,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",IN,12
7597,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",KS,16
7598,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",KY,15
7599,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",LA,13
7600,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MA,11
7601,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MD,3
7602,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MI,9
7603,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MN,3
7604,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MO,9
7605,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MS,19
7606,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",MT,5
7607,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NC,65
7608,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",ND,3
7609,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NE,17
7610,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NH,3
7611,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NJ,6
7612,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NM,9
7613,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NV,7
7614,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",NY,39
7615,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",OH,30
7616,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",OK,12
7617,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",OR,14
7618,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",PA,35
7619,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",RI,6
7620,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",SC,23
7621,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",SD,5
7622,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",TN,20
7623,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",TX,30
7624,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",UT,8
7625,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",VA,25
7626,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",WA,9
7627,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",WI,18
7628,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",WV,13
7629,"Medical dosimetrists and records specialists, and health technologists and technicians, all other",WY,4
7630,Medical equipment preparers,AR,3
7631,Medical equipment preparers,FL,5
7632,Medical equipment preparers,IN,5
7633,Medical equipment preparers,LA,3
7634,Medical equipment preparers,NC,3
7635,Medical equipment preparers,OH,5
7636,Medical equipment preparers,OK,3
7637,Medical equipment preparers,SC,3
7638,Medical equipment preparers,VA,3
7639,Medical equipment preparers,WI,5
7640,Medical equipment preparers,WV,3
7641,Medical equipment repairers,FL,7
7642,Medical equipment repairers,IN,2
7643,Medical equipment repairers,NC,3
7644,Medical equipment repairers,OH,2
7645,Medical equipment repairers,SC,5
7646,Medical equipment repairers,VA,2
7647,"Medical scientists, except epidemiologists",CA,2
7648,"Medical scientists, except epidemiologists",FL,3
7649,"Medical scientists, except epidemiologists",IL,2
7650,"Medical scientists, except epidemiologists",IN,6
7651,"Medical scientists, except epidemiologists",MI,3
7652,"Medical scientists, except epidemiologists",NC,2
7653,"Medical scientists, except epidemiologists",NJ,3
7654,"Medical scientists, except epidemiologists",NY,3
7655,"Medical scientists, except epidemiologists",OH,6
7656,"Medical scientists, except epidemiologists",OR,4
7657,"Medical scientists, except epidemiologists",SC,5
7658,"Medical scientists, except epidemiologists",VA,3
7659,"Medical scientists, except epidemiologists",WI,1
7660,Medical secretaries and administrative assistants,AK,18
7661,Medical secretaries and administrative assistants,AL,35
7662,Medical secretaries and administrative assistants,AR,11
7663,Medical secretaries and administrative assistants,AZ,10
7664,Medical secretaries and administrative assistants,CA,110
7665,Medical secretaries and administrative assistants,CO,46
7666,Medical secretaries and administrative assistants,CT,31
7667,Medical secretaries and administrative assistants,DC,5
7668,Medical secretaries and administrative assistants,DE,6
7669,Medical secretaries and administrative assistants,FL,120
7670,Medical secretaries and administrative assistants,GA,63
7671,Medical secretaries and administrative assistants,HI,12
7672,Medical secretaries and administrative assistants,IA,50
7673,Medical secretaries and administrative assistants,ID,4
7674,Medical secretaries and administrative assistants,IL,12
7675,Medical secretaries and administrative assistants,IN,54
7676,Medical secretaries and administrative assistants,KS,24
7677,Medical secretaries and administrative assistants,KY,30
7678,Medical secretaries and administrative assistants,LA,9
7679,Medical secretaries and administrative assistants,MA,40
7680,Medical secretaries and administrative assistants,MD,20
7681,Medical secretaries and administrative assistants,ME,25
7682,Medical secretaries and administrative assistants,MI,58
7683,Medical secretaries and administrative assistants,MN,26
7684,Medical secretaries and administrative assistants,MO,35
7685,Medical secretaries and administrative assistants,MS,25
7686,Medical secretaries and administrative assistants,MT,38
7687,Medical secretaries and administrative assistants,NC,91
7688,Medical secretaries and administrative assistants,ND,20
7689,Medical secretaries and administrative assistants,NE,30
7690,Medical secretaries and administrative assistants,NH,23
7691,Medical secretaries and administrative assistants,NJ,13
7692,Medical secretaries and administrative assistants,NM,28
7693,Medical secretaries and administrative assistants,NV,21
7694,Medical secretaries and administrative assistants,NY,37
7695,Medical secretaries and administrative assistants,OH,107
7696,Medical secretaries and administrative assistants,OK,23
7697,Medical secretaries and administrative assistants,OR,70
7698,Medical secretaries and administrative assistants,PA,36
7699,Medical secretaries and administrative assistants,RI,12
7700,Medical secretaries and administrative assistants,SC,58
7701,Medical secretaries and administrative assistants,TN,65
7702,Medical secretaries and administrative assistants,TX,89
7703,Medical secretaries and administrative assistants,UT,28
7704,Medical secretaries and administrative assistants,VA,22
7705,Medical secretaries and administrative assistants,VT,20
7706,Medical secretaries and administrative assistants,WA,10
7707,Medical secretaries and administrative assistants,WI,23
7708,Medical secretaries and administrative assistants,WV,17
7709,Medical secretaries and administrative assistants,WY,21
7710,Medical transcriptionists,FL,1
7711,Medical transcriptionists,IA,3
7712,Medical transcriptionists,IN,3
7713,Medical transcriptionists,KS,6
7714,Medical transcriptionists,MI,2
7715,Medical transcriptionists,MN,2
7716,Medical transcriptionists,MO,3
7717,Medical transcriptionists,NC,2
7718,Medical transcriptionists,NE,3
7719,Medical transcriptionists,OH,3
7720,Medical transcriptionists,SC,3
7721,Medical transcriptionists,SD,3
7722,Medical transcriptionists,VA,1
7723,Medical transcriptionists,WI,3
7724,Medical transcriptionists,WV,2
7725,"Meeting, convention, and event planners",AL,6
7726,"Meeting, convention, and event planners",AZ,3
7727,"Meeting, convention, and event planners",CA,15
7728,"Meeting, convention, and event planners",CO,24
7729,"Meeting, convention, and event planners",CT,8
7730,"Meeting, convention, and event planners",DC,5
7731,"Meeting, convention, and event planners",GA,3
7732,"Meeting, convention, and event planners",HI,9
7733,"Meeting, convention, and event planners",IA,6
7734,"Meeting, convention, and event planners",ID,6
7735,"Meeting, convention, and event planners",IL,6
7736,"Meeting, convention, and event planners",KS,9
7737,"Meeting, convention, and event planners",KY,3
7738,"Meeting, convention, and event planners",MA,3
7739,"Meeting, convention, and event planners",ME,6
7740,"Meeting, convention, and event planners",MO,9
7741,"Meeting, convention, and event planners",MS,3
7742,"Meeting, convention, and event planners",MT,6
7743,"Meeting, convention, and event planners",ND,3
7744,"Meeting, convention, and event planners",NE,9
7745,"Meeting, convention, and event planners",NJ,8
7746,"Meeting, convention, and event planners",NM,6
7747,"Meeting, convention, and event planners",NY,8
7748,"Meeting, convention, and event planners",OR,9
7749,"Meeting, convention, and event planners",PA,3
7750,"Meeting, convention, and event planners",SD,3
7751,"Meeting, convention, and event planners",TN,9
7752,"Meeting, convention, and event planners",UT,9
7753,"Meeting, convention, and event planners",VA,3
7754,"Meeting, convention, and event planners",VT,3
7755,"Meeting, convention, and event planners",WA,5
7756,"Meeting, convention, and event planners",WY,1
7757,Mental health and substance abuse social workers,AR,3
7758,Mental health and substance abuse social workers,CA,5
7759,Mental health and substance abuse social workers,CT,3
7760,Mental health and substance abuse social workers,IA,4
7761,Mental health and substance abuse social workers,IN,3
7762,Mental health and substance abuse social workers,KS,7
7763,Mental health and substance abuse social workers,LA,3
7764,Mental health and substance abuse social workers,MA,6
7765,Mental health and substance abuse social workers,MI,1
7766,Mental health and substance abuse social workers,MO,11
7767,Mental health and substance abuse social workers,NC,2
7768,Mental health and substance abuse social workers,NE,3
7769,Mental health and substance abuse social workers,NH,2
7770,Mental health and substance abuse social workers,NJ,1
7771,Mental health and substance abuse social workers,NY,20
7772,Mental health and substance abuse social workers,OH,15
7773,Mental health and substance abuse social workers,PA,8
7774,Mental health and substance abuse social workers,RI,4
7775,Mental health and substance abuse social workers,SC,2
7776,Mental health and substance abuse social workers,VA,4
7777,Mental health and substance abuse social workers,WI,6
7778,Merchandise displayers and window trimmers,NY,3
7779,"Metal workers and plastic workers, all other",OH,3
7780,"Metal workers and plastic workers, all other",PA,3
7781,"Metal workers and plastic workers, all other",TN,2
7782,"Meter readers, utilities",AR,2
7783,"Meter readers, utilities",LA,2
7784,"Meter readers, utilities",NC,2
7785,"Meter readers, utilities",NJ,3
7786,"Meter readers, utilities",NY,6
7787,"Meter readers, utilities",SC,2
7788,Millwrights,AL,3
7789,Millwrights,AR,2
7790,Millwrights,FL,3
7791,Millwrights,IN,5
7792,Millwrights,LA,2
7793,Millwrights,MS,3
7794,Millwrights,NC,3
7795,Millwrights,OH,5
7796,Millwrights,SC,3
7797,Millwrights,TN,3
7798,Millwrights,WI,5
7799,Miscellaneous assemblers and fabricators,AL,57
7800,Miscellaneous assemblers and fabricators,AR,41
7801,Miscellaneous assemblers and fabricators,AZ,19
7802,Miscellaneous assemblers and fabricators,CA,93
7803,Miscellaneous assemblers and fabricators,CO,54
7804,Miscellaneous assemblers and fabricators,CT,5
7805,Miscellaneous assemblers and fabricators,DE,3
7806,Miscellaneous assemblers and fabricators,FL,84
7807,Miscellaneous assemblers and fabricators,GA,36
7808,Miscellaneous assemblers and fabricators,HI,7
7809,Miscellaneous assemblers and fabricators,IA,79
7810,Miscellaneous assemblers and fabricators,ID,23
7811,Miscellaneous assemblers and fabricators,IL,83
7812,Miscellaneous assemblers and fabricators,IN,128
7813,Miscellaneous assemblers and fabricators,KS,36
7814,Miscellaneous assemblers and fabricators,KY,58
7815,Miscellaneous assemblers and fabricators,LA,23
7816,Miscellaneous assemblers and fabricators,MA,12
7817,Miscellaneous assemblers and fabricators,MD,7
7818,Miscellaneous assemblers and fabricators,ME,9
7819,Miscellaneous assemblers and fabricators,MI,130
7820,Miscellaneous assemblers and fabricators,MN,68
7821,Miscellaneous assemblers and fabricators,MO,61
7822,Miscellaneous assemblers and fabricators,MS,45
