Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
INTERDISCIPLINARY ENVIRONMENTAL ENGINEER/PHYSICAL SCIENTIST,Naval Facilities Engineering Command,Department of the Navy,"Starting at $105,224 (GS 13)",619741700,DE-11278935-22-SGT,"Ventura, California",Open 11/01/2021 to 12/30/2021,Full-time,Permanent,,True,34.28084,-119.292328,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Ventura, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619741700,False,105224.0,2021-12-30T23:59:59.9970,
SUPERVISORY INTERDISCIPLINARY ENGINEER/ARCHITECT,Naval Facilities Engineering Command,Department of the Navy,"Starting at $92,588 (GS 13)",621145600,ST-11287244-22-SYD,"Naval Base, Norfolk, Virginia",Open 11/08/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,36.945,-76.31339,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Naval Base, Norfolk, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621145600,True,92588.0,2021-11-17T23:59:59.9970,
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Starting at $78,217 (GS 12)",619058500,SWGIRI214017977931HWS,"Rock Island, Illinois",Open 10/27/2021 to 03/25/2022,Full-time,Permanent,,True,41.5115738,-90.57604,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,GS,"Rock Island, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619058500,True,78217.0,2022-03-25T23:59:59.9970,Engineering & Construction
ENGINEER,Naval Sea Systems Command,Department of the Navy,"Starting at $72,750 (ND 4)",603838200,DE-11139482-21-BM,"Dahlgren, Virginia",Open 06/11/2021 to 06/10/2022,Full-time,Permanent,,True,38.331,-77.0468,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",4,4,ND,"Dahlgren, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/603838200,False,72750.0,2022-06-10T23:59:00.9970,Naval Surface Warfare Center Dahlgren Division
ENGINEER,Naval Sea Systems Command,Department of the Navy,"Starting at $72,750 (ND 4)",604445700,DE-11145188-21-BM,"Dahlgren, Virginia",Open 06/17/2021 to 06/16/2022,Full-time,Permanent,,True,38.331,-77.0468,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",4,4,ND,"Dahlgren, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/604445700,False,72750.0,2022-06-16T23:59:00.9970,Naval Surface Warfare Center Dahlgren Division
Civil Engineer (Highway - Project Manager) DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Starting at $101,028 (GS 13)",609279000,FHWA.CFL-2021-0024,"Lakewood, Colorado",Open 07/30/2021 to 01/31/2022,Full Time,Permanent,,True,39.71095,-105.082741,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Lakewood, Colorado",1,https://www.usajobs.gov:443/GetJob/ViewDetails/609279000,True,101028.0,2022-01-31T23:59:59.9970,
Engineer (General),Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Starting at $64,649 (GS 11-13)",620245300,21-HUD-2229,Multiple Locations,Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,13,GS,"Little Rock, Arkansas",2,https://www.usajobs.gov:443/GetJob/ViewDetails/620245300,False,64649.0,2021-11-17T23:59:59.9970,
Engineer (General),Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Starting at $77,488 (GS 12-13)",620246200,21-HUD-2230-P,Multiple Locations,Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,13,GS,"Little Rock, Arkansas",2,https://www.usajobs.gov:443/GetJob/ViewDetails/620246200,False,77488.0,2021-11-17T23:59:59.9970,
Engineer (General),Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Starting at $65,190 (GS 11-13)",620247200,21-HUD-2242,Multiple Locations,Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,13,GS,"Indianapolis, Indiana",2,https://www.usajobs.gov:443/GetJob/ViewDetails/620247200,False,65190.0,2021-11-17T23:59:59.9970,
Engineer (General),Assistant Secretary for Public and Indian Housing,Department of Housing and Urban Development,"Starting at $78,136 (GS 12-13)",620248600,21-HUD-2243-P,Multiple Locations,Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,13,GS,"Indianapolis, Indiana",2,https://www.usajobs.gov:443/GetJob/ViewDetails/620248600,False,78136.0,2021-11-17T23:59:59.9970,
PRODUCTION CONTROLLER,Army National Guard Units,Department of the Army,"Starting at $53,433 (GS 9)",621047800,AR-11288145-AR-22-020,"Jonesboro, Arkansas",Open 11/05/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,35.83526,-90.7050552,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",9,9,GS,"Jonesboro, Arkansas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621047800,False,53433.0,2021-11-22T23:59:59.9970,
CIVIL ENGINEER,Department of the Air Force - Agency Wide,Department of the Air Force,"Starting at $55,756 (GS 11-15)",587909900,AFPC-STEMDHA-10957363-0810,Multiple Locations,Open 01/01/2021 to 12/31/2021,Full-time,Multiple Appointment Types,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,15,GS,"Eielson AFB, Alaska",83,https://www.usajobs.gov:443/GetJob/ViewDetails/587909900,False,55756.0,2021-12-31T23:59:59.9970,
Public Notice for Civil Engineer,Federal Aviation Administration,Department of Transportation,"Starting at $46,784 (FV G-K)",618181100,AAC-FAA-22-PUB NOT-75100,"May be filled in various FAA duty locations, United States",Open 10/21/2021 to 10/19/2022,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",G,K,FV,"Belgium, Belgium",1176,https://www.usajobs.gov:443/GetJob/ViewDetails/618181100,False,46784.0,2022-10-19T23:59:59.9970,FAA Organizations Nationwide
ELECTRONICS ENGINEER,Office of Naval Research,Department of the Navy,"Starting at $39,237 (NP 2)",613930400,DE-11232822-21-JB,"Charles County, Maryland",Open 09/20/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,38.4737,-77.0135,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",2,2,NP,"Charles County, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/613930400,True,39237.0,2021-11-19T23:59:59.9970,Naval Research Laboratory
ELECTRICAL ENGINEER,Naval Facilities Engineering Command,Department of the Navy,"Starting at $83,523 (GS 12)",619757600,DE-11280482-22-KLW,"Fort Worth, Texas",Open 11/02/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,32.74863,-97.32925,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,GS,"Fort Worth, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619757600,False,83523.0,2021-11-19T23:59:59.9970,
SUPERVISORY CIVIL ENGINEER,Naval Facilities Engineering Command,Department of the Navy,"Starting at $95,012 (GS 13)",621271700,DE-11278923-22-SGT,"Honolulu, Hawaii",Open 11/09/2021 to 11/16/2021,Full-time,Permanent,,True,21.3047,-157.858,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Honolulu, Hawaii",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621271700,False,95012.0,2021-11-16T23:59:59.9970,
SUPERVISORY ELECTRONICS ENGINEER,Naval Air Systems Command,Department of the Navy,"Starting at $92,143 (GS 13)",621380100,ST-11291096-22-JMW,"Naval Air Station Jacksonville, Florida",Open 11/15/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,30.2198,-81.6842,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Naval Air Station Jacksonville, Florida",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621380100,False,92143.0,2021-11-19T23:59:59.9970,
Fire Protection  Engineer,Public Buildings Service,General Services Administration,"Starting at $100,161 (GS 13)",622147900,22PBSB121EDDE,"Philadelphia, Pennsylvania",Open 11/15/2021 to 11/26/2021,Full-time,Permanent,,True,39.95227,-75.16237,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Philadelphia, Pennsylvania",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622147900,False,100161.0,2021-11-26T23:59:59.9970,
Civil Engineer/Agricultural Engineer,Natural Resources Conservation Service,Department of Agriculture,"Starting at $64,649 (GS 11-12)",620780700,NRCS-22-11260797-MP-WY-NB,"Casper, Wyoming",Open 11/04/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,42.8501,-106.3277,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,12,GS,"Casper, Wyoming",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620780700,True,64649.0,2021-11-17T23:59:59.9970,
Electronics Engineer (Keystone),Defense Contract Management Agency,Department of Defense,"Starting at $57,623 (GS 7)",621128900,DCMA-P7-22-11275759-DH,"Saint Louis, Missouri",Open 11/07/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,38.62774,-90.19952,"[{'Code': 'graduates', 'Tooltip': 'Jobs open to those who have graduated within the last 2 years or 6 years for Veterans.', 'IsSearchFilter': False}]",7,7,GS,"Saint Louis, Missouri",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621128900,False,57623.0,2021-11-22T23:59:59.9970,DCMA Central Region (P7)
Civil Engineer,Federal Emergency Management Agency,Department of Homeland Security,"Starting at $77,488 (IC 12)",621268300,FEMA-22-MWJ-489830-CORE,"Charleston, West Virginia",Open 11/08/2021 to 11/22/2021,Full-time,Temporary - Not to Exceed 2 Years,job-closing-in-7,True,38.3502159,-81.63893,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,IC,"Charleston, West Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621268300,True,77488.0,2021-11-22T23:59:59.9970,
Civil Engineer,Forest Service,Department of Agriculture,"Starting at $43,683 (GS 7)",621931100,22-R9OCR-810-CE-7DP,Multiple Locations,Open 11/15/2021 to 05/13/2022,Full-time,Permanent,,False,,,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",7,7,GS,"Harrisburg, Illinois",67,https://www.usajobs.gov:443/GetJob/ViewDetails/621931100,False,43683.0,2022-05-13T23:59:59.9970,
Electrical Engineer,Bonneville Power Administration,Department of Energy,"Starting at $103,309 (GS 13)",621194000,22-BPA-27621-11288451-BPA,Multiple Locations,Open 11/08/2021 to 11/18/2021,Full-time,Permanent,job-closing-in-2,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",13,13,GS,"Spokane, Washington",2,https://www.usajobs.gov:443/GetJob/ViewDetails/621194000,False,103309.0,2021-11-18T23:59:59.9970,
